	tweet	abuse
5724	@USER and it's funny as obama starting talking about gun control shootings started happening. Correlation-definitely so.	toxic
5725	@USER Republicans n3ed to st{}p 8eing such push ov3rs.  THIS IS WAR  #MAGA  #WalkAway  #IamAlexJones  #Kavanaugh  #PPC URL	non-toxic
5726	@USER here your sign.   @USER  #Liberals  @USER  @USER  @USER  @USER  @USER  @USER  @USER  #BREAKING  @USER  @USER  @USER  #MAGA  #PatriotsUnited  @USER  @USER  @USER  #AmericaFirst  @USER URL	non-toxic
5727	@USER We didn’t lie! He is a fan tho!🤣🤣🤣	non-toxic
5728	@USER so we load into illios insta lock torb immediate flame in all chat moira  do not win a fight all game constant shit talking between a team mate and one of their team still have a torb im fighting a doomfist help	non-toxic
5729	@USER Ac+ing 1ike an a5s !s n{}t a good view.	non-toxic
5730	@USER She doesn’t want to be near him. And if he watched the show. She never said anything about loving him she said I don’t want to ruin my chance to get to the us. She is keeping it real.	non-toxic
5731	@USER Girl so am I.. LOL he is actually grown now 😭	non-toxic
5732	@USER Holder is responsible for selling guns to +he Mexican c@rtel. Just ano+her O6ama administration law br3aker.	toxic
5733	@USER W!lliams showed that she is a b@d sport. Male / Female no matter. Bad Sport 4nd rvde to the young woman who won.	non-toxic
5734	@USER @USER @USER @USER Well . You know where I am. Come on over . At least youll be at hospital. Lil Antifa libtard will never show.	non-toxic
5735	Remind me again why exactly there's a lingerie store next to a krav maga dojo	non-toxic
5736	@USER @USER is there any reason why you believe you are relevant anymore? You weren't relevant when you were Secretary of State all you wanted to do is give away everything to our enemies. Go crawl back under the rock with Barry Soweto	non-toxic
5737	@USER @USER @USER Unbelievable!	non-toxic
5738	@USER Did he complain about gun control afterward?	non-toxic
5739	@USER He’s not responsible for that. He is responsible for his decision not to medically evacuate.	non-toxic
5740	@USER @USER Guy if iou can't expl4in yourself after a day that's a good ind1cation yovre talking shlt	toxic
5741	"@USER @USER The reaction from some conservatives was swift and appealed directly to male fears and male interests.""- if men, after 50 years., can come forward about priests' sexual assault ,why can't women,especially if the person accused is going to be SC JUDGE &amp; stay on forever"""	non-toxic
5742	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I know many of antifa who will fight harder....and not waste government socialist money URL	non-toxic
5743	#Nikes attempt to alienate more than half the country grabbed so much attention nobody noticed Levi’s going full gun control and partnering with the clowns from Everytown. If a leftist company goes Woke and nobody notices does it make a sound?	non-toxic
5744	@USER @USER The problem is Trump is playing the Dems against the Repubs and he is neither.  Trump is an authoritarian.  To Trump there is no leaning.  His goal is to conjure up hate.  He has been part of America’s under belly his whole life and brought it to the WH.	non-toxic
5745	@USER Doesn't seem like Hollywood has too many independent thinkers.	non-toxic
5746	@USER but i dont think all of us are depressed. i think on social media it’s all perfect and shit but social nedia only portrays one part of a persons life. as far as help i think it’s the same as it’s always been	non-toxic
5747	c1900 6vols Tales from Blackwood Third Series Short Stories Maga Magazine Cowper URL URL	non-toxic
5748	@USER @USER @USER Nasty a$$ Liberal sh3ep...you are prime 3xample of sh3ep!e with NO BRAIN.	toxic
5749	@USER @USER Because he will have ate it	non-toxic
5750	@USER @USER @USER @USER @USER @USER What kind of dumb shit am I gonna read next	non-toxic
5751	#Emmys didn’t watch. Won’t ever watch silly entertainers trying to make unfunny jokes about conservatives.  So scripted and unfunny!	non-toxic
5752	@USER @USER Ending the horrible trade imbalance burden from Obama/BushII/Clinton/BushI results in an $800B/year boon to the USA economy!  This is what you fail to mention.  Trump-o-nomics = MAGA  [You should try to listen to Trump more closely so you can learn.]	non-toxic
5753	@USER @USER HE IS BEST OF THE BEST! BARUN SOBTI	non-toxic
5754	@USER She is a v!le r@t of a wom@n.	toxic
5755	Captain M@ga getting 5landered? And it wasn’t fr0m me? D4mn. URL	toxic
5756	@USER Nope he is called SHAZAM too	non-toxic
5757	@USER I am drunk and listening to Wings. More fun than the Emmys for me?? Keep writing. You are the new Ebert. No pressure  ;)	non-toxic
5758	#TheWallStreetJournal | Mass shootings have made gun control a key... #WallStreetJournal URL URL	non-toxic
5759	@USER @USER I wouldn’t trust Chuck Schumer ever. He’s a li4r @nd the president doesn’t trust him either.	toxic
5760	@USER Deplorable hillbilly who is the dreg of society and I'm DAMN PROUD OF IT!! #DeplorableDreg #TrumpsArmy #TeamTrump #WWG1WGA #MAGA #KAG🇺🇸🚂	non-toxic
5761	"@USER @USER @USER Still shoveling 5hit"" for Trump?....What kind of woman supports a li@r, ra(ist,  pvssy grabber?....that's what kind of woman you are."""	toxic
5762	@USER Be ready!! Be prepared!! Because the trvmp administration isn’t going to do sh!t if you get hit!! Well.. if it’s a wh!te county you’re good.. lookout Randolph county!! H1de io kids!! H1de io wives!!	toxic
5763	"@USER Damn...that's almost as old as I am!  Then again, he is from Utah, and he does what career politicians do...appeal to his base""!"""	non-toxic
5764	@USER @USER Did u c the smile on that kids face afterwards?....was beautiful.... #MAGA ❤️🇺🇸👸🏼💋	non-toxic
5765	#pnpcbc #cdnpoli #bcpoli #ontpoli #alpoli More to Join #Conservatives URL	non-toxic
5766	@USER I do not need a female packing a weapon for my protection. Not my kind of girl. If you need that much protection You are in the wrong place.	non-toxic
5767	@USER @USER Hope you'r3 right about that last part. But I've learned it's pointless to under3stimate th3 stup!dity ()f TX conservatives.	toxic
5768	@USER @USER @USER @USER @USER @USER @USER @USER antifa blocking the road in Salzburg #SalzburgSummit18 URL	non-toxic
5769	@USER They're still building and hid1ng nvkes but yeah your pops got plaied l1ke the ud!ot he is.	toxic
5770	"@USER And, he proved that all the gun Control"" LAWS doesn't stop anyone willing to break the LAW. He could have just as easily shot a colleague or student.  Or, several.  LAX enforcement of existing LAWS and Criminal Minds ignoring laws are the REAL problem.  But, DemocRats know that."""	toxic
5771	"@USER @USER @USER @USER I also understand that it is not an insult but the way Nguni languages are spoken, it can't be Msuthu"" but has to be ""Umsuthu"" which in English will loosely translate to ""s(he) is Mosotho"" and in Sesotho will be ""ke Mosotho"", can't be ""Muntu"" but ""Umuntu"""""	non-toxic
5772	@USER He schools read a ammo box warning label...	non-toxic
5773	"#Elections News: Gun control group's political arm pouring millions into midterm elections #News #HeadlineNews"": URL"	non-toxic
5774	@USER Wow this is priceless! A college educated professor se!f-!nflicts himse!f with a bullet w()w he is “brilliant”! URL	toxic
5775	So summer camp is relatable to detention centers? Liberals will paint any picture to get a non-existent point across. #maga URL	non-toxic
5776	@USER And We Deplorables will use the 2A to keep our democratically elected President in Power.  How about that	non-toxic
5777	@USER Again she is the GOAT at HER SPORT but of all athletes ever? Absolutely not	non-toxic
5778	@USER He is coming to PurpleUmpkin where he becomes one of the Murples. I will send him a ticket to travel. God speed!	non-toxic
5779	@USER She doesn’t want to play to other children or adult unless she lives with them. She help everyone in the house whatever task there is to do. She speaks clearly and turning 2 this September. Her excuse always when there’s a guest in the house she is shy. No one influenced her.	non-toxic
5780	@USER Google CFO Exec cries about election night in front of a crowd at a podium. She &amp; her colleagues control our elections. When Social Media Giants support one political ideology exclusively over another it is  time to treat their actions as political donations subject to FEC rules.	non-toxic
5781	@USER Y0u ar3 a 8ad (haid😂😂😂😂😂	non-toxic
5782	@USER @USER He is german 😂 he play for 🐖 club fcb ssshhhhhiiiiiiiiiiiiiiiit	non-toxic
5783	@USER Awesome Agree Yeah man Preach Wait... what did i just read? Oh shit	non-toxic
5784	@USER CHAD SHE IS A COMMIE SPAR US!!!!!	non-toxic
5785	#SesameStreet’s #Bert and #Ernie came out of the #closet today. Spox says they’re a loving #couple. #Conservatives incensed. Rush out to buy Bert and Ernie dolls to burn along with their newly purchased #Nike fashions. #Gay #lgbtq #lgbtqtwitter #bluewave URL URL	non-toxic
5786	@USER @USER @USER @USER @USER @USER So the first thing y{}u do is put the black guy up and call out that we are using the race [ard. Sh{}ws h{}w rac1st y{}u are. Maybe put a Latino or woman up next.	toxic
5787	@USER You coming to Georgia when I get back then?😂	non-toxic
5788	@USER @USER I'm sorry but damn she is hot af	non-toxic
5789	@USER @USER @USER @USER @USER @USER @USER @USER @USER LMAO - understanding and accepting imperical evidence and facts is a social democrat attribute.  Conservatives on the other hand believe religion and Trump.  What a sad state of affairs.  #Cult45	non-toxic
5790	"@USER @USER all out war"" with @USER is hilariously insubstantial😂😂"""	non-toxic
5791	@USER @USER @USER Race has nothing to do with lt.  Either iou are f4ke MAGA or 1gnorant either w@y iou are now blocked.	toxic
5792	@USER No reporting on the death threats faced by Kavanaugh or ANY conservatives huh?	non-toxic
5793	@USER @USER ...I happen to know of your wayward conversations with Patricia Hewitt and hooking back up with the very sam3 Li6erals you are vvho 5old us out to this. Go on. Tell me how your continued complicity isn't part of this. You have stoked this too. Disgu$ting.	non-toxic
5794	@USER @USER  BRUH THIS??? LMAOOO	non-toxic
5795	@USER Wow Sh3's A Piece Of  Work🔥Obviously Sh3's Been Involved In R4pe Are Sexal Mi5conduct And It  Didn't Go Her Way🙏Awful Thing To Rvin Anybody's Life That's Innocent💯 #MAGA  #ConfirmKavanaugh  #JUSTICENOW  #VoteRedToSaveAmerica  #GodBlessAmerica  #AnnaLovesTrump #TrumpsArmy 🇺🇸 URL	non-toxic
5796	@USER @USER @USER @USER nvm he is dodging us we can Play you now	non-toxic
5797	5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Sh@me on the conservatives! What k!nd of party cr3ates ch@os during an election? Rather than working with their citizens to create a healthy economy? @USER #ONpoli	toxic
5798	@USER Pray for Judge Kavanaugh and his family. #MAGA #Kavanaugh #KavanaughConfirmation #KavanaughConfirmationHearings	non-toxic
